id_deal,fk_channel,fk_deal_source,fk_deal_type,fk_hotel,oneg_id,fk_deal_status,fk_dictionary,fk_city,fk_deal_import_log,market,promo_code,offer_text,offer_moo,offer_value,offer_text_hash,exclusive,percent_off,dollar_off,los,fn,rn,promo_start,promo_end,booking_start,booking_end,stay_start,stay_end,dt_updated,dt_created,dt_modified,sort_order,validated,flag
127751,1,3,1,1860,186,1,3,43,214,"BEST WESTERN Arosa Hotel Madrid",PO,"Book Now & Save 20% - Non Refundable",NULL,NULL,0,0,20.00,0.00,0,0,2,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127752,1,3,1,8768,2170,1,3,368,214,"Kempinski Bahia Hotel Estepona",PO,"Book 5 Nights & Save 25%",NULL,NULL,0,0,25.00,0.00,0,0,5,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-09-01,2014-10-20,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127753,1,3,1,112989,2308,1,3,16264,214,"Kauai Marriott Resort & Beach Club",PO,"Book Now and Save 15%",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-30,2014-07-31,2014-07-01,2014-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127754,1,3,1,7233,2618,1,3,155,214,"Sheraton Gateway Hotel Los Angeles",PO,"Save 15% on your stay",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127755,1,3,1,4303,2760,1,3,13775,214,"B Resort",PO,"SAVE OVER 33% OFF CAPTIVATING",NULL,NULL,0,0,33.50,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-30,2014-07-07,2014-06-30,2014-09-30,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127756,1,3,1,4303,2760,1,3,13775,214,"B Resort",PO,"SAVE OVER 37% OFF CHIC",NULL,NULL,0,0,37.70,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-30,2014-07-07,2014-06-30,2014-09-30,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127757,1,3,1,36104,2872,1,3,5902,214,"Casa Dann Carlton Hotel Spa Bogota",PO,"Book 30 days in advance and save 44%",NULL,NULL,0,0,44.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127758,1,3,1,36104,2872,1,3,5902,214,"Casa Dann Carlton Hotel Spa Bogota",PO,"Book 21 days in advance and save 40%",NULL,NULL,0,0,40.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127759,1,3,1,36104,2872,1,3,5902,214,"Casa Dann Carlton Hotel Spa Bogota",PO,"Save 38% on 7 nights or more",NULL,NULL,0,0,38.00,0.00,0,0,7,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127760,1,3,1,12550,2909,1,3,436,214,"Lord Balfour",PO,"Its our One Year Anniversary! Save 25%!",NULL,NULL,0,0,25.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-24,2014-07-11,2014-06-24,2014-09-30,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127761,1,3,1,4066,3300,1,3,141,214,"Marina Mandarin Singapore",PO,"Book Now & Save 10%",NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-12-12,2014-12-24,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127762,1,3,1,57871,3361,1,3,12567,214,"Omni Puerto Aventuras Golf and Beach Resort",PO,"GREAT SALE- 45% off",NULL,NULL,0,0,45.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-05-27,2014-07-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127763,1,3,1,57871,3361,1,3,12567,214,"Omni Puerto Aventuras Golf and Beach Resort",PO,"Orbitz Partner Network",NULL,NULL,0,0,53.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-30,2014-08-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127764,1,3,1,16101,3625,1,3,13775,214,"Ramada Suites Orlando Airport",PO,"Save 20% on your stay",NULL,NULL,0,0,20.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-05-30,2015-05-29,2013-05-30,2015-05-29,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127765,1,3,1,25140,3899,1,3,4626,214,"Beach Rotana Hotel & Towers Abu Dhabi",PO,"Book in advance and SAVE 25%",NULL,NULL,0,0,25.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-06-25,2014-09-15,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127766,1,3,1,64071,3902,1,3,5272,214,"Casa Magna Marriott Cancun Resort",PO,"Save 30% on your stay",NULL,NULL,0,0,30.00,0.00,0,0,2,2014-07-08,2014-07-14,2014-07-01,2014-07-31,2014-08-15,2014-12-19,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127767,1,3,1,4910,4026,1,4,142,214,"The Cityview Hong Kong",PO,"Stay 2 Nights & Save 10%",NULL,NULL,0,0,10.00,0.00,0,0,2,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127768,1,3,1,5638,4595,1,4,141,214,"Swissotel The Stamford Singapore",PO,"Stay 2 Nights & Save 20%",NULL,NULL,0,0,20.00,0.00,0,0,2,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-07-04,2014-10-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127769,1,3,1,11821,4597,1,4,41,214,"Avenida Palace Hotel Barcelona",PO,"Exclusive Offer: Stay 3 nights & Save 18% off!",NULL,NULL,0,0,18.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127770,1,3,1,11821,4597,1,4,41,214,"Avenida Palace Hotel Barcelona",PO,"Long Stay Deal: Stay 3 nights & Save 15% off",NULL,NULL,0,0,15.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127771,1,3,1,11821,4597,1,3,41,214,"Avenida Palace Hotel Barcelona",PO,"Non Refundable Offer: Save 8% off!",NULL,NULL,0,0,8.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127772,1,3,1,20333,4607,1,3,4894,214,"Jianguo Hotel Beijing",PO,"Book Now & Save 33%",NULL,NULL,0,0,33.40,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-07-03,2014-09-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127773,1,3,1,20333,4607,1,3,4894,214,"Jianguo Hotel Beijing",PO,"Book Now & Save 40%",NULL,NULL,0,0,40.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-08-01,2014-09-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127774,1,3,1,178400,4849,1,3,12567,214,"Luxury Bahia Principe Sian Ka'an Resort Riviera Maya",PO,"Fall Sale 39% off",NULL,NULL,0,0,39.00,0.00,0,0,3,2014-07-08,2014-07-14,2014-05-29,2014-07-10,2014-12-20,2015-01-05,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127775,1,3,1,178400,4849,1,3,12567,214,"Luxury Bahia Principe Sian Ka'an Resort Riviera Maya",PO,"Fall Sale 48% off",NULL,NULL,0,0,48.00,0.00,0,0,3,2014-07-08,2014-07-14,2014-05-29,2014-07-10,2014-10-26,2014-12-28,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127776,1,3,1,178400,4849,1,3,12567,214,"Luxury Bahia Principe Sian Ka'an Resort Riviera Maya",PO,"Fall Sale 50% off",NULL,NULL,0,0,50.00,0.00,0,0,3,2014-07-08,2014-07-14,2014-05-29,2014-07-10,2014-06-28,2014-11-05,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127777,1,3,1,178400,4849,1,3,12567,214,"Luxury Bahia Principe Sian Ka'an Resort Riviera Maya",PO,"Book early and save!",NULL,NULL,0,0,30.00,0.00,0,0,3,2014-07-08,2014-07-14,2014-06-17,2014-10-31,2014-12-28,2015-05-05,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127778,1,3,1,21006,5140,1,3,16264,214,"Castle Kiahuna Plantation & Beach Bungalows",PO,"Book Now and Save 40%",NULL,NULL,0,0,40.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-07-02,2014-12-22,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127779,1,3,1,12073,5823,1,3,451,214,"Omni Suites Chicago Hotel",PO,"Save 15% on your stay",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127780,1,3,1,64006,5877,1,3,5272,214,"Hard Rock Hotel Cancun - All Inclusive",PO,"4th Of July - 28% Off",NULL,NULL,0,0,28.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-03,2014-07-04,2014-07-03,2014-08-16,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127781,1,3,1,64006,5877,1,3,5272,214,"Hard Rock Hotel Cancun - All Inclusive",PO,"28% off per night",NULL,NULL,0,0,28.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-30,2014-08-31,2014-06-30,2014-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127782,1,3,1,2059,5915,1,3,146,214,"Savoy Hotel Rome",PO,"10% Off - Stay 3 nights & Safe 10%",NULL,NULL,0,0,10.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127783,1,3,1,3879,5981,1,3,41,214,"Silken St. Gervasi Hotel Barcelona",PO,"Book Now & Save 12% - Non Refundable",NULL,NULL,0,0,12.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127784,1,3,1,37198,5998,1,3,436,214,"Greenview Hotel Miami",PO,"24 Hour Sale - 50% Off",NULL,NULL,0,0,50.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-02,2014-07-02,2014-07-02,2014-11-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127785,1,3,1,14830,6057,1,3,7,214,"BEST WESTERN PLUS Hospitality House New York Hotel",PO,2015,NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2015-01-01,2015-03-06,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127786,1,3,1,14830,6057,1,3,7,214,"BEST WESTERN PLUS Hospitality House New York Hotel",PO,"November Sale",NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-11-03,2014-11-25,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127787,1,3,1,4489,6088,1,3,154,214,"Harrah's Casino & Hotel Las Vegas",PO,"Book now and save 5%",NULL,NULL,0,0,5.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-01,2014-07-08,2014-07-01,2014-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127788,1,3,1,12282,6118,1,3,7,214,"Warwick Hotel New York",PO,"Suite Sale - Save 10% on suites, 3 night minimum!",NULL,NULL,0,0,10.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127789,1,3,1,639,6479,1,3,41,214,"Hesperia Metropol Hotel Barcelona",PO,"SAVE 15%  Non refundable",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127790,1,3,1,106972,6517,1,3,16264,214,"Kihei Akahi - A CRH Property",PO,"4th of July 20% Sale",NULL,NULL,0,0,20.00,0.00,0,0,2,2014-07-08,2014-07-14,2014-07-01,2014-07-07,2014-07-01,2014-12-28,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127791,1,3,1,3865,6889,1,3,41,214,"Le Meridien Hotel Barcelona",PO,"Save 10% on your stay",NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127792,1,3,1,9589,7046,1,3,154,214,"Flamingo Hotel Las Vegas",PO,"Book now and save 5%",NULL,NULL,0,0,5.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-01,2014-07-08,2014-07-01,2014-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127793,1,3,1,72876,7428,1,3,16264,214,"Grand Hyatt Kauai Resort & Spa",PO,"Seasonal Offer - Save 30% on your stay",NULL,NULL,0,0,30.00,0.00,0,0,3,2014-07-08,2014-07-14,2014-06-19,2014-09-04,2014-06-19,2014-09-04,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127794,1,3,1,2379,7438,1,4,41,214,"El Palace Hotel Barcelona",PO,"Stay 2 nights & Save 12% off! Non refundable",NULL,NULL,0,0,12.00,0.00,0,0,2,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-07-03,2014-09-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127795,1,3,1,10820,7503,1,3,154,214,"Riviera Hotel & Casino Las Vegas",PO,"After Hours Sale - 55% off",NULL,NULL,0,0,55.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-02,2014-07-03,2014-07-03,2014-08-29,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127796,1,3,1,10820,7503,1,3,154,214,"Riviera Hotel & Casino Las Vegas",PO,"Save 50% Off",NULL,NULL,0,0,50.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-30,2014-08-31,2014-06-30,2015-04-07,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127797,1,3,1,26993,7610,1,4,146,214,"Royal Court Hotel Rome",PO,"15% Off - Stay 2 Nights & Save 10%",NULL,NULL,0,0,15.00,0.00,0,0,2,2014-07-08,2014-07-14,2014-06-24,2014-09-06,2014-06-24,2014-09-07,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127798,1,3,1,75,7843,1,3,3,214,"Radisson On Flagstaff Gardens Melbourne",PO,"Save 20% on your stay",NULL,NULL,0,0,20.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-16,2015-12-31,2014-06-16,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127799,1,3,1,75,7843,1,3,3,214,"Radisson On Flagstaff Gardens Melbourne",PO,"Save 15% on your stay",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-16,2015-12-31,2014-06-16,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127800,1,3,1,55025,8210,1,3,5902,214,"La Boheme Hotel Bogota",PO,"Book 30 days in advance and save 15%",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127801,1,3,1,55025,8210,1,3,5902,214,"La Boheme Hotel Bogota",PO,"Book 7 days in advance and save 5%",NULL,NULL,0,0,5.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127802,1,3,1,1074,8579,1,3,155,214,"The Westin Bonaventure Hotel & Suites Los Angeles",PO,"Save 15% on your stay",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127803,1,3,1,8929,9365,1,3,41,214,"Caledonian Hotel Barcelona",PO,"Save 15% off!",NULL,NULL,0,0,35.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127804,1,3,1,23930,10132,1,3,234,214,"Pan Pacific Nirwana Bali Resort",PO,"Book Now & Save 20%",NULL,NULL,0,0,20.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-07-02,2014-10-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127805,1,3,1,8719,10158,1,3,2477,214,"Melia Hotel Hanoi",PO,"Book 21 Days in Advance & Save 20%",NULL,NULL,0,0,20.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-06-17,2014-09-08,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127806,1,3,1,174779,10167,1,3,5902,214,"Hotel Dann Norte Bogota",PO,"Book early and save 35% OFF per night!",NULL,NULL,0,0,35.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127807,1,3,1,174779,10167,1,3,5902,214,"Hotel Dann Norte Bogota",PO,"35% off",NULL,NULL,0,0,35.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-02,2014-07-10,2014-07-03,2014-09-05,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127808,1,3,1,174779,10167,1,3,5902,214,"Hotel Dann Norte Bogota",PO,"Book early and save 40% OFF per night!",NULL,NULL,0,0,40.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127809,1,3,1,4319,10231,1,3,451,214,"Sheraton Hotel & Towers Chicago",PO,"Save 15% on your stay",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127810,1,3,1,12293,10482,1,3,7,214,"Excelsior Hotel New York",PO,"International Savings - Save 27%, 3 Night Minimum",NULL,NULL,0,0,27.00,0.00,0,0,3,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-06-24,2015-01-07,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127811,1,3,1,12293,10482,1,3,7,214,"Excelsior Hotel New York",PO,"International Savings - Save 22%, 4 Night Minimum",NULL,NULL,0,0,22.00,0.00,0,0,4,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-06-24,2015-01-07,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127812,1,3,1,9092,10489,1,3,118,214,"Sukhothai Hotel Bangkok",PO,"Book Now & Save 20%",NULL,NULL,0,0,20.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-05-27,2014-08-31,2014-05-27,2014-11-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127813,1,3,1,647,10562,1,4,46,214,"Silken Al-Andalus Palace Hotel Seville",PO,"Stay 2 Nights & Save 20% - Non Refundable",NULL,NULL,0,0,20.00,0.00,0,0,2,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127814,1,3,1,647,10562,1,3,46,214,"Silken Al-Andalus Palace Hotel Seville",PO,"Book Now & Save 15% - Non Refundable",NULL,NULL,0,0,15.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127815,1,3,1,647,10562,1,3,46,214,"Silken Al-Andalus Palace Hotel Seville",PO,"Book Now & Save 10% - Non Refundable",NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127816,1,3,1,43511,11175,1,3,43,214,"BEST WESTERN Carlos V Hotel Madrid",PO,"10% Off Per Night - Non Refundable",NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-01,2015-12-31,2014-07-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127817,1,3,1,3864,11299,1,3,41,214,"Silken Gran Havana Hotel Barcelona",PO,"Book Now & Save 12% - Non Refundable",NULL,NULL,0,0,12.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127818,1,3,1,11096,11321,1,3,115,214,"Hotel Madeleine Plaza",PO,"Save 15% Off - Stay 5 Nights or More",NULL,NULL,0,0,15.00,0.00,0,0,5,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-06-27,2014-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127819,1,3,1,1119,11547,1,3,118,214,"Shangri-La Hotel Bangkok",PO,"Book 14 Days In Advance & Save 10%",NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-03-20,2015-04-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127820,1,3,1,37899,12024,1,3,269,214,"Millennium Hotel Sirih Jakarta",PO,"Book 14 Days in Advance & Save 25%",NULL,NULL,0,0,25.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-08-11,2015-01-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127821,1,3,1,37899,12024,1,3,269,214,"Millennium Hotel Sirih Jakarta",PO,"Book Now & Save 40%",NULL,NULL,0,0,40.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-05-22,2014-08-10,2014-06-28,2014-08-11,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127822,1,3,1,10873,12162,1,4,27,214,"Radisson Blu Edwardian Kenilworth Hotel London",PO,"Stay 2 Nights or More & Save 30%",NULL,NULL,0,0,30.00,0.00,0,0,2,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127823,1,3,1,96614,12356,1,3,3684,214,"Royal Kona Resort Kona Coast",PO,"Volcano Value Discount",NULL,NULL,0,0,30.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2014-06-25,2014-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127824,1,3,1,2895,12989,1,3,1,214,"Radisson Hotel & Suites Sydney",PO,"Save 20% on your stay",NULL,NULL,0,0,20.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-16,2015-12-31,2014-06-16,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127825,1,3,1,4459,13374,1,3,154,214,"Bellagio Las Vegas Hotel",PO,"Limited Time Offer, Save 5%",NULL,NULL,0,0,5.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-01,2014-07-03,2014-07-01,2015-07-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127826,1,3,1,4456,13375,1,3,154,214,"The Mirage Resort and Casino",PO,"Limited Time Offer, Save 5%",NULL,NULL,0,0,5.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-07-01,2014-07-03,2014-07-01,2015-07-01,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127827,1,3,1,7779,13902,1,3,10940,214,"Sheraton Hotel Heathrow",PO,"Save 10% on your stay",NULL,NULL,0,0,10.00,0.00,0,0,0,2014-07-08,2014-07-14,2013-01-01,2015-12-31,2013-01-01,2015-12-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127828,1,3,1,54971,14149,1,3,12567,214,"Aventura Spa Palace Hotel Riviera Maya All Inclusive Adults Only",PO,"Special Sale - 20% Off",NULL,NULL,0,0,20.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-06-27,2014-10-31,2014-08-11,2014-10-31,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
127829,1,3,1,54971,14149,1,3,12567,214,"Aventura Spa Palace Hotel Riviera Maya All Inclusive Adults Only",PO,"Early Booking Bonus",NULL,NULL,0,0,28.00,0.00,0,0,0,2014-07-08,2014-07-14,2014-04-22,2014-08-31,2014-12-15,2015-04-20,"2014-07-05 03:12:26","2014-07-05 03:12:26","2014-08-06 01:24:58",99,4,0
